Ano,Mês,Grupo Mercadoria,Carga Ferroviária
2023,3,"Setor Agrícola, Extração Vegetal e Celulose",8331455
2023,3,"Indústria Siderúrgica, Cimento e Construção Civil",3096066
2023,3,"Combustíveis, Derivados do Petróleo e Álcool",716007
2023,3,Minério de Ferro,26557863
2023,3,Outras Mercadorias,496298
2023,4,"Combustíveis, Derivados do Petróleo e Álcool",653554
2023,4,Minério de Ferro,26819597
2023,4,Outras Mercadorias,479315
2023,4,"Setor Agrícola, Extração Vegetal e Celulose",8803946
2023,4,"Indústria Siderúrgica, Cimento e Construção Civil",2781245
2023,5,"Indústria Siderúrgica, Cimento e Construção Civil",3065630
2023,5,Minério de Ferro,33204576
2023,5,Outras Mercadorias,510807
2023,5,"Combustíveis, Derivados do Petróleo e Álcool",689626
2023,5,"Setor Agrícola, Extração Vegetal e Celulose",9048053
2023,6,Minério de Ferro,34496884
2023,6,"Setor Agrícola, Extração Vegetal e Celulose",8894655
2023,6,Outras Mercadorias,533181
2023,6,"Indústria Siderúrgica, Cimento e Construção Civil",2898586
2023,6,"Combustíveis, Derivados do Petróleo e Álcool",734927
2023,7,"Setor Agrícola, Extração Vegetal e Celulose",9029090
2023,7,"Indústria Siderúrgica, Cimento e Construção Civil",3013862
2023,7,"Combustíveis, Derivados do Petróleo e Álcool",740808
2023,7,Minério de Ferro,35157859
2023,7,Outras Mercadorias,592100
2023,8,"Indústria Siderúrgica, Cimento e Construção Civil",3133202
2023,8,Minério de Ferro,34198743
2023,8,Outras Mercadorias,620107
2023,8,"Setor Agrícola, Extração Vegetal e Celulose",9133544
2023,8,"Combustíveis, Derivados do Petróleo e Álcool",803040
2023,9,Minério de Ferro,35546166
2023,9,"Setor Agrícola, Extração Vegetal e Celulose",9229473
2023,9,Outras Mercadorias,598723
2023,9,"Combustíveis, Derivados do Petróleo e Álcool",768554
2023,9,"Indústria Siderúrgica, Cimento e Construção Civil",3227691
2023,10,Minério de Ferro,34904903
2023,10,"Indústria Siderúrgica, Cimento e Construção Civil",3130549
2023,10,"Combustíveis, Derivados do Petróleo e Álcool",782492
2023,10,"Setor Agrícola, Extração Vegetal e Celulose",8568099
2023,10,Outras Mercadorias,519318
2023,11,"Combustíveis, Derivados do Petróleo e Álcool",589648
2023,11,Outras Mercadorias,493712
2023,11,Minério de Ferro,33880928
2023,11,"Setor Agrícola, Extração Vegetal e Celulose",8160579
2023,11,"Indústria Siderúrgica, Cimento e Construção Civil",2836133
2023,12,"Combustíveis, Derivados do Petróleo e Álcool",631716
2023,12,"Setor Agrícola, Extração Vegetal e Celulose",7609156
2023,12,Minério de Ferro,37682447
2023,12,Outras Mercadorias,554167
2023,12,"Indústria Siderúrgica, Cimento e Construção Civil",2917784
2024,1,"Indústria Siderúrgica, Cimento e Construção Civil",2991956
2024,1,Minério de Ferro,30456179
2024,1,"Combustíveis, Derivados do Petróleo e Álcool",688586
2024,1,Outras Mercadorias,559754
2024,1,"Setor Agrícola, Extração Vegetal e Celulose",5467882
2024,2,"Combustíveis, Derivados do Petróleo e Álcool",675993
2024,2,"Indústria Siderúrgica, Cimento e Construção Civil",2798109
2024,2,"Setor Agrícola, Extração Vegetal e Celulose",7481364
2024,2,Outras Mercadorias,541150
2024,2,Minério de Ferro,26492249
2024,3,"Setor Agrícola, Extração Vegetal e Celulose",8913146
2024,3,Outras Mercadorias,555928
2024,3,Minério de Ferro,28617267
2024,3,"Combustíveis, Derivados do Petróleo e Álcool",698890
2024,3,"Indústria Siderúrgica, Cimento e Construção Civil",2911643
2024,4,"Setor Agrícola, Extração Vegetal e Celulose",8593678
2024,4,Outras Mercadorias,534121
2024,4,"Indústria Siderúrgica, Cimento e Construção Civil",2689293
2024,4,Minério de Ferro,28007652
2024,4,"Combustíveis, Derivados do Petróleo e Álcool",658861
2024,5,Minério de Ferro,31591844
2024,5,Outras Mercadorias,550773
2024,5,"Combustíveis, Derivados do Petróleo e Álcool",632229
2024,5,"Setor Agrícola, Extração Vegetal e Celulose",9339652
2024,5,"Indústria Siderúrgica, Cimento e Construção Civil",2963768
2024,6,"Setor Agrícola, Extração Vegetal e Celulose",9075630
2024,6,Minério de Ferro,33882184
2024,6,"Combustíveis, Derivados do Petróleo e Álcool",633771
2024,6,Outras Mercadorias,547753
2024,6,"Indústria Siderúrgica, Cimento e Construção Civil",2983276
2024,7,"Indústria Siderúrgica, Cimento e Construção Civil",3192131
2024,7,Outras Mercadorias,572038
2024,7,"Combustíveis, Derivados do Petróleo e Álcool",676762
2024,7,Minério de Ferro,36257366
2024,7,"Setor Agrícola, Extração Vegetal e Celulose",9121568
2024,8,Minério de Ferro,38832549
2024,8,"Setor Agrícola, Extração Vegetal e Celulose",9212815
2024,8,Outras Mercadorias,552924
2024,8,"Indústria Siderúrgica, Cimento e Construção Civil",3173008
2024,8,"Combustíveis, Derivados do Petróleo e Álcool",694929
2024,9,"Indústria Siderúrgica, Cimento e Construção Civil",3226168
2024,9,"Setor Agrícola, Extração Vegetal e Celulose",8602641
2024,9,"Combustíveis, Derivados do Petróleo e Álcool",685162
2024,9,Outras Mercadorias,553082
2024,9,Minério de Ferro,34218138
2024,10,"Indústria Siderúrgica, Cimento e Construção Civil",3291081
2024,10,Outras Mercadorias,582351
2024,10,Minério de Ferro,34825346
2024,10,"Setor Agrícola, Extração Vegetal e Celulose",8816943
2024,10,"Combustíveis, Derivados do Petróleo e Álcool",718733
2024,11,Outras Mercadorias,562739
2024,11,"Indústria Siderúrgica, Cimento e Construção Civil",3011306
2024,11,"Setor Agrícola, Extração Vegetal e Celulose",8087641
2024,11,Minério de Ferro,33280538
2024,11,"Combustíveis, Derivados do Petróleo e Álcool",642348
2024,12,"Combustíveis, Derivados do Petróleo e Álcool",605937
2024,12,Outras Mercadorias,557901
2024,12,"Setor Agrícola, Extração Vegetal e Celulose",6302498
2024,12,Minério de Ferro,34276872
2024,12,"Indústria Siderúrgica, Cimento e Construção Civil",2895129
2025,1,Minério de Ferro,27776803
2025,1,"Indústria Siderúrgica, Cimento e Construção Civil",2697447
2025,1,"Combustíveis, Derivados do Petróleo e Álcool",593498
2025,1,"Setor Agrícola, Extração Vegetal e Celulose",3871588
2025,1,Outras Mercadorias,538991
2025,2,Outras Mercadorias,462576
2025,2,"Indústria Siderúrgica, Cimento e Construção Civil",2625068
2025,2,"Combustíveis, Derivados do Petróleo e Álcool",581659
2025,2,Minério de Ferro,25869997
2025,2,"Setor Agrícola, Extração Vegetal e Celulose",6587943
2025,3,"Combustíveis, Derivados do Petróleo e Álcool",662738
2025,3,"Setor Agrícola, Extração Vegetal e Celulose",8656147
2025,3,Outras Mercadorias,539686
2025,3,"Indústria Siderúrgica, Cimento e Construção Civil",2955531
2025,3,Minério de Ferro,29451823
2025,4,"Combustíveis, Derivados do Petróleo e Álcool",612076
2025,4,"Indústria Siderúrgica, Cimento e Construção Civil",2849585
2025,4,"Setor Agrícola, Extração Vegetal e Celulose",8443136
2025,4,Minério de Ferro,29152353
2025,4,Outras Mercadorias,509731
